Review,Product,Review Text,Valence,Action,Object,Feature,Ability,Agent,Environment,Annotation,Valence Checked,Action Checked,Feature Checked,Ability Checked,Agent Checked,Environment Checked,Object Checked,_merge
http://linked.aub.edu.lb/actionrec/Review/7a6388bcdbd8c9b5904075cbb3be97dd ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ","This computer was exactly what I needed! I was able to purchase it online at a reasonable price, which was important to me. I am really enjoying using it and the touch screen feature is great! ",positive ,UseAction ,WorkTasks ,TouchScreen ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/47bc5c883664ebfeabaa888d8e2a1e0a ,positive ,UseAction ,TouchScreen ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/f92b646d05fa33ec38802234d73e5a4c ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new MacBook Pro! It is so fast and I am enjoying the conversion to tablet mode. ,negative ,UseAction ,WorkTasks ,TabletFunction ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/485cf9ac1ba1ffa1a6bafc2216a62573 ,positive ,UseAction ,TabletFunction ,UsingAbility ,Person ,Universal ,Laptop ,both
http://linked.aub.edu.lb/actionrec/Review/f92b646d05fa33ec38802234d73e5a4c ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new MacBook Pro! It is so fast and I am enjoying the conversion to tablet mode. ,negative ,UseAction ,WorkTasks ,TabletFunction ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/485cf9ac1ba1ffa1a6bafc2216a62573 ,positive ,UseAction ,TabletFunction ,UsingAbility ,Person ,Universal ,Laptop ,both
http://linked.aub.edu.lb/actionrec/Review/f92b646d05fa33ec38802234d73e5a4c ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new MacBook Pro! It is so fast and I am enjoying the conversion to tablet mode. ,negative ,UseAction ,WorkTasks ,TabletFunction ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/485cf9ac1ba1ffa1a6bafc2216a62573 ,positive ,UseAction ,TabletFunction ,UsingAbility ,Person ,Universal ,Laptop ,both
http://linked.aub.edu.lb/actionrec/Review/f92b646d05fa33ec38802234d73e5a4c ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new MacBook Pro! It is so fast and I am enjoying the conversion to tablet mode. ,negative ,UseAction ,WorkTasks ,TabletFunction ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/485cf9ac1ba1ffa1a6bafc2216a62573 ,positive ,UseAction ,TabletFunction ,UsingAbility ,Person ,Universal ,Laptop ,both
http://linked.aub.edu.lb/actionrec/Review/7e97c95bb59253f50f41b1dcb79403ef ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new MacBook Pro! It is so fast and I am enjoying the conversion to tablet mode. ,positive ,UseAction ,WorkTasks ,TabletFunction ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/4b4e06ac07c86457e6607ea326e48d81 ,positive ,UseAction ,TabletFunction ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/a7027d250733e46be31af6158c893251 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new laptop! It is so fast and easy to use. I am glad I decided to purchase it. ,positive ,UseAction ,WorkTasks ,EaseOfUsing ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/55bfaf8c9a9a745e102eccaa5a031d06 ,positive ,UseAction ,EaseOfUsing ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/4fe672d00b1d625b190cb33ab9a95e7b ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new MacBook Pro! It is so fast and I am enjoying the touch screen feature. ,positive ,UseAction ,WorkTasks ,TabletFunction ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/562961aa872c3dc72a5f9775ed7fecff ,positive ,UseAction ,TabletFunction ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/1e4ff9fd69f15e5cf5c1676894446b0b ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ","I love my new Dell! I use it for school work, photography, and video editing. The battery life is amazing. ",positive ,UseAction ,WorkTasks ,EaseOfUsing ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/763f4bfa3dd3b7ca2e28bf294d8bf028 ,positive ,UseAction ,EaseOfUsing ,UsingAbility ,Student ,School ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/64313a3187fac8d2259c9d7d7cf60d21 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new laptop! It is fast and easy to use. I am glad I decided to purchase it. ,positive ,UseAction ,WorkTasks ,EaseOfUsing ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/78951ff0fa115d0c07d1faecd6e7e2a5 ,positive ,UseAction ,EaseOfUsing ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/e1763e6e6b400e89dacd4bf2a3869a78 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new MacBook Pro! It^s fast and reliable. I use it for work and personal projects. The screen is beautiful and the keyboard is comfortable to type on. I would highly recommend it to anyone looking for a high-quality computer experience. ,positive ,UseAction ,WorkTasks ,LaptopModel ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/78ad9fec1817103b18a084618f5eff13 ,positive ,UseAction ,LaptopModel ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/5185f51b46ff3af9eb647af8e68ed550 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new computer! It is so fast and easy to use. I am glad I decided to purchase it. ,positive ,UseAction ,WorkTasks ,EaseOfUsing ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/78f56fb6ad2125175bafdbaf0edfbee8 ,positive ,UseAction ,EaseOfUsing ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/496e5a9608f77615ac7e6f498f6db22e ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new computer! It is so easy to use and I am able to do all of the things I need to do. ,positive ,UseAction ,WorkTasks ,EaseOfUsing ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/85179cc81bb9b6ad99f6b45a23402739 ,positive ,UseAction ,EaseOfUsing ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/fa3b64e8f9a097db10c9e918988d03cf ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new MacBook Pro! It is so light weight and easy to use. I am enjoying the conversion to tablet mode. ,positive ,UseAction ,WorkTasks ,EaseOfUsing ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/8a8363de96c44ea8d80f30957e7af812 ,positive ,UseAction ,EaseOfUsing ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/a955558dacb29333225ca4937b49ad03 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new MacBook Pro! It is so fast and I am enjoying the conversion to tablet mode. ,positive ,UseAction ,WorkTasks ,TabletFunction ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/9119b1d07eacd6947d0371b8b4cb6895 ,positive ,UseAction ,TabletFunction ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/034f8187bcf686c6de59125737fa96e8 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love this computer. I am a college student and I use it for my school work and other online classes. I love the large screen and the speed of the computer. I also love the touch screen feature! ,positive ,UseAction ,WorkTasks ,TouchScreen ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/91abcaee574d19ba51b1580f0739dcf6 ,positive ,UseAction ,TouchScreen ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/0db41ee035a656e6996dd85cefbd9150 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new computer! It is so fast and easy to use. I especially like the touch screen feature. ,positive ,UseAction ,WorkTasks ,TouchScreen ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/91f70dd4afa9fa5c2d0d12b86aca42e6 ,positive ,UseAction ,TouchScreen ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/dd590ee057283325047d906dbbeb8973 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new computer! It is so fast and easy to use. I am glad I decided to purchase it. ,positive ,UseAction ,WorkTasks ,EaseOfUsing ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/941f10a7b4d3aa43fb9e876a1d17e171 ,positive ,UseAction ,EaseOfUsing ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/214eaa9b91b217f64a8678e45a21c5e0 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I like the screen size and the touchscreen feature. The laptop is easy to use. ,positive ,UseAction ,WorkTasks ,ScreenSize ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/952e8110cc19285032d9b46a0f06e417 ,positive ,UseAction ,ScreenSize ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/fc7d8fc0b5a1131d934d530593902cd1 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new laptop! It is so fast and easy to use. I am glad I decided to purchase it. ,positive ,UseAction ,WorkTasks ,EaseOfUsing ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/9e918bccb9e6ac61508fc9712c1f5355 ,positive ,UseAction ,EaseOfUsing ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/942f4930618586f9f127136ec05a2c08 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new computer! It was easy to set up and I am enjoying using it. ,positive ,UseAction ,WorkTasks ,LaptopModel ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/a11cc016b083c0e9bd3f6439236b2a1d ,positive ,UseAction ,LaptopModel ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/93de61cd92dd7f07e0fc7a7e45b0bb61 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",This was the first laptop I have purchased with a touch screen. I love it! It is very easy to use and the screen is very clear. ,positive ,UseAction ,WorkTasks ,LaptopModel ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/b26be4eaad456f7532a53ab7f0295297 ,positive ,UseAction ,LaptopModel ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/b405a9e5ace5e638c238b8baa1836fac ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new laptop! It is so fast and easy to use. I am glad I decided to purchase it. ,positive ,UseAction ,WorkTasks ,EaseOfUsing ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/b2ae2896f683f12c1c3a28eebcdb1d0c ,positive ,UseAction ,EaseOfUsing ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/b4ccb8dc349870c19cc6ca0bcf68a76c ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I like the touch screen feature. I also like the size of the computer. ,positive ,UseAction ,WorkTasks ,Size ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/b8bb6d5b88738c40da6d079ecc37c306 ,positive ,UseAction ,Size ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/1e9fc244597ae80bb0a3977b1fef6a77 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new ASUS! It is fast and easy to use! I also love the color! ,positive ,UseAction ,WorkTasks ,EaseOfUsing ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/bcd0764e479621854c7a6bb7c95c9ff5 ,positive ,UseAction ,EaseOfUsing ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/78de2c22ab73d044073349677a3c838a ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new computer! It is so easy to use and has everything I need! ,positive ,UseAction ,WorkTasks ,EaseOfUsing ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/c49cef6f8a59bab8dbb3867bab37a8d9 ,positive ,UseAction ,EaseOfUsing ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/e47072e749ee5a11921cd0d36bb54217 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new Dell. It is fast and easy to use. ,positive ,UseAction ,WorkTasks ,EaseOfUsing ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/c52fb8ab0a856da5dfcf2ddfaa3c0893 ,positive ,UseAction ,EaseOfUsing ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/b99683988d3a26360be1de394cf19a70 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new laptop! It is so fast and easy to use. I am glad I decided to purchase it. ,positive ,UseAction ,WorkTasks ,EaseOfUsing ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/c730d51d3f26d3a765ef6b7599b9b84d ,positive ,UseAction ,EaseOfUsing ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/e9dcd3915a5537077848bf643609dda8 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new computer! It is so fast and easy to use! I definitely recommend purchasing! ,positive ,UseAction ,WorkTasks ,EaseOfUsing ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/cbd90db1331a216443a5d3365ccd7a5b ,positive ,UseAction ,EaseOfUsing ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/797d603573726109fee1a3c62fc8eb96 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new MacBook Pro! It is so fast and I am enjoying the conversion to tablet mode. ,positive ,UseAction ,WorkTasks ,TabletFunction ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/d0bf45a5bf73cfa1483019cb1ef74093 ,positive ,UseAction ,TabletFunction ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/3ab7d083c48d7082e9c85103e6306502 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new computer! It is so fast and easy to use. I am glad I decided to purchase it. ,positive ,UseAction ,WorkTasks ,EaseOfUsing ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/d1f309d0a562d245b28d511d79f1643e ,positive ,UseAction ,EaseOfUsing ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/92eea1a36a31be6f7234229ab3a78917 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ","I am a big fan of Lenovo laptops and have had nothing but great experiences with them. This Yoga 9i is no exception. It has everything I need in a laptop and then some. The battery life is excellent, the screen is beautiful, and it runs cool even when running demanding tasks. I highly recommend it to anyone looking for a top-of-the-line premium Yoga experience. ",positive ,UseAction ,WorkTasks ,BatteryLife ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/e05186b22f96c381f1047a5415501ac1 ,positive ,UseAction ,BatteryLife ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/90268944f9b7d636367b0c3fa10c4cdf ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I am very pleased with this computer. It is easy to use and the screen is beautiful. ,positive ,UseAction ,WorkTasks ,EaseOfUsing ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/ee2286bdddb48eba11252d15ef9248e9 ,positive ,UseAction ,EaseOfUsing ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/e852b6e6750ea85032afc42eee397da6 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I like the fact that it is a 2 in 1. I use it for work and personal stuff. It is light weight and easy to carry around. ,positive ,UseAction ,WorkTasks ,EaseOfUsing ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/f820f8cace06052fa18b6434fbcdf903 ,positive ,UseAction ,EaseOfUsing ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/c439a505b63295b0fec9fb3d7d97723a ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ","I like the fact that I can use this as a laptop, tablet and desktop all in one. I would have liked it if there was an option to adjust the stand for better viewing but it was good enough. ",positive ,UseAction ,WorkTasks ,TabletFunction ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/f966e05d1efe5fb4049c317c46404de7 ,positive ,UseAction ,TabletFunction ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/937dc621d28257bbb839e931235c256a ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new MacBook Pro! It was easy to set up and I am enjoying the convertible mode. ,positive ,UseAction ,WorkTasks ,TabletFunction ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/f998b1f61ae0235271c7714a92175a83 ,positive ,UseAction ,TabletFunction ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/25a0ab9d7d9e3ea6224e0d928a9ce3f1 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",love everything about my Lenovo! the touchscreen and pen make my life much easier ,positive ,UseAction ,WorkTasks ,TouchScreen ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/f9a7f3f312b0f51c3ed41caa6785b806 ,positive ,UseAction ,TouchScreen ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/e9ae7555358d42a92e6f6dbdf16f29e5 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ","I love my new HP All in one computer! I was looking for a new computer and I saw this one on Best Buy and fell in love with it! It was a little pricey but I am so glad I bought it! The screen is amazing! I am able to do everything I need to do on my phone through this computer. I use it to work, play games and for all of my other needs. ",positive ,UseAction ,WorkTasks ,LaptopModel ,UsingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/fbfa9b07071ee8fce3698d02f8b69645 ,positive ,UseAction ,LaptopModel ,UsingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/9cba8a5017e443a0a7180aa43317cfd0 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love this laptop. I am a college student and I use this for my classes and personal work. The battery life is great and the touch screen is perfect for my needs. ,positive ,UseAction ,WorkTasks ,BatteryLife ,UsingAbility ,Student ,College ,http://linked.aub.edu.lb/actionrec/Annotation/8fc481775205601c2050bf24fac7c5ff ,positive ,UseAction ,BatteryLife ,UsingAbility ,Student ,College ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/84453b3a6cb64d1af7cc3e8fe1b75f9a ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ","I love my new Dell! I am a college student and I use it for school work and personal projects. It is very easy to use and the touch screen is great for drawing and taking notes. The battery life is also very good, lasting me all day without having to recharge. The only con I can think of is that it does not come with a pen, but you can purchase one online if you need it. ",positive ,UseAction ,WorkTasks ,EaseOfUsing ,UsingAbility ,Student ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/d0a34abd0f8076fef18d4446a18a2b06 ,positive ,UseAction ,EaseOfUsing ,UsingAbility ,Student ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/fa772db66fc7f86d2e00c492d9d06cf0 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",This is the second laptop I have purchased from Best Buy and it is my first laptop that I love! It has all the bells and whistles and the screen is so clear. ,positive ,ViewAction ,WorkTasks ,ScreenQuality ,ViewingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/71d7e9f1fa1684c692b29bcce9795716 ,positive ,ViewAction ,ScreenQuality ,ViewingAbility ,Person ,Universal ,Laptop ,both
http://linked.aub.edu.lb/actionrec/Review/53e2f31411b928919396720395d9ff5f ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ","I am a big fan of the Lenovo Legion Slim 5 with its powerful hardware and sleek design. The OLED screen is gorgeous, and the slim profile makes it easy to transport and store. The 165Hz refresh rate makes gaming smooth and immersive, and the Intel Core i7 processor delivers fast performance for multitasking and creative tasks. One of my favorite features is the USB-C dock with support for 4K display, enabling me to connect peripherals and enhance my work experience. The Legion Slim 5 excels in power efficiency, delivering long battery life even while running demanding applications. I would highly recommend this laptop to anyone looking for a versatile and powerful companion for work, gaming, or creative endeavors. ",positive ,ViewAction ,WorkTasks ,ScreenQuality ,ViewingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/a685e3ca0345a40bbb0f8ce47d64878a ,positive ,ViewAction ,ScreenQuality ,ViewingAbility ,Person ,Universal ,Laptop ,both
http://linked.aub.edu.lb/actionrec/Review/970c63973047b0c2d887cd8a238922db ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I love my new laptop! It is fast and reliable. The screen is beautiful. ,positive ,ViewAction ,WorkTasks ,ScreenQuality ,ViewingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/ba26c4b4fc1ca1164bf9bc152339d685 ,positive ,ViewAction ,ScreenQuality ,ViewingAbility ,Person ,Universal ,Laptop ,both
http://linked.aub.edu.lb/actionrec/Review/771c5d4fc279e31fc45a41cecdf0e72b ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ","I love my new MacBook Pro. I had to wait 6 months for mine, but it was so worth it! It has all the bells and whistles! ",negative ,WaitAction ,WorkTasks ,Delivery ,WaitingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/1d08175540eeb39adc6e0afc4e3ffafb ,negative ,WaitAction ,Delivery ,WaitingAbility ,Person ,Universal ,Laptop ,both
http://linked.aub.edu.lb/actionrec/Review/bb1b987cb77fe802518abb863f8bf9d6 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ","I like this laptop, I am very pleased with it. The only thing I would say is that the screen resolution could be better. 1080p is great, but 4k would be even better. ",negative ,WatchAction ,MediaObject ,ScreenResolution ,WatchingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/d207bd43164672e66b58ed5a25c7a1f5 ,negative ,WatchAction ,ScreenResolution ,WatchingAbility ,Person ,Universal ,Laptop ,both
http://linked.aub.edu.lb/actionrec/Review/4f7a5598a7e7bfc38e87fbb9bebd05f2 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",I am so glad I bought this product! I was looking for a new laptop for work and this one fit the bill. It is fast and reliable. The screen is great quality. ,positive ,BuyAction ,WorkTasks ,LaptopModel ,WorkingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/be7f834106b2dcace076fa8d43ab3ecb ,positive ,BuyAction ,LaptopModel ,WorkingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/611a49235a761ac9aeed60cb3a6b1298 ,"ASUS - Vivobook 14 Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD - Quiet Blue"" ",This computer was everything I wanted in a computer! The size of it was great and it has all the ports I needed. I would recommend getting one for your home office! ,positive ,RecommendAction ,WorkTasks ,LaptopModel ,WorkingAbility ,Person ,Home ,http://linked.aub.edu.lb/actionrec/Annotation/1b41821111847427e04087084d09bfd0 ,positive ,RecommendAction ,LaptopModel ,WorkingAbility ,Person ,Home ,WorkTasks ,both
