Review,Review Text,Annotated Text,Description,Action,Review Text Original,Description Original,STS Score,Hallucination Confidence Score
http://linked.aub.edu.lb/actionrec/Review/970c63973047b0c2d887cd8a238922db ,love new laptop fast reliable screen beautiful,The screen is beautiful. ,screen,ViewAction ,I love my new laptop! It is fast and reliable. The screen is beautiful. ,The person likes the screen of this laptop ,0.39475345611572266,60%
http://linked.aub.edu.lb/actionrec/Review/771c5d4fc279e31fc45a41cecdf0e72b ,love new macbook pro wait 6 months mine worth it bells whistles,I had to wait 6 months for mine ,heshe wait 6 months,WaitAction ,"I love my new MacBook Pro. I had to wait 6 months for mine, but it was so worth it! It has all the bells and whistles! ",The user likes that he/she had to wait 6 months for this laptop ,0.23684778809547424,76%
http://linked.aub.edu.lb/actionrec/Review/bb1b987cb77fe802518abb863f8bf9d6 ,like laptop pleased it thing would say screen resolution could better 1080p great 4k would even better,The only thing I would say is that the screen resolution could be better. ,disappointed screen resolution,WatchAction ,"I like this laptop, I am very pleased with it. The only thing I would say is that the screen resolution could be better. 1080p is great, but 4k would be even better. ",The user is disappointed in the laptop screen resolution ,0.6144052147865295,38%
http://linked.aub.edu.lb/actionrec/Review/4f7a5598a7e7bfc38e87fbb9bebd05f2 ,glad bought product looking new laptop work one fit bill fast reliable screen great quality,I am so glad I bought this product! ,happy bought,BuyAction ,I am so glad I bought this product! I was looking for a new laptop for work and this one fit the bill. It is fast and reliable. The screen is great quality. ,The person is happy to have bought this laptop ,0.4747046232223511,52%
http://linked.aub.edu.lb/actionrec/Review/611a49235a761ac9aeed60cb3a6b1298 ,computer everything wanted computer size great ports needed would recommend getting one home office,I would recommend getting one for your home office! ,people work home,RecommendAction ,This computer was everything I wanted in a computer! The size of it was great and it has all the ports I needed. I would recommend getting one for your home office! ,The user recommends this laptop to people who work from home. ,0.269608736038208,73%
http://linked.aub.edu.lb/actionrec/Review/b501ab962eae2b0ff2e85cf8774551d2 ,love new imac got birthday present myself upgraded 2016 macbook air screen resolution color performance fantastic recommend new m1 chip strongly youll wonder even wanted different machine first m1 mac,I upgraded from my 2016 MacBook Air ,old model one,UpgradeAction ,"I love my new iMac. I got it as a birthday present for myself. I upgraded from my 2016 MacBook Air and the screen resolution, color and performance is fantastic!  I recommend the new M1 chip very strongly!  You^ll wonder why you even wanted a different machine.  My first M1 mac. ",The user upgraded from the old model to this one ,0.17471885681152344,82%
http://linked.aub.edu.lb/actionrec/Review/bd96ae47db70dd004d9f3e71982305c3 ,computer fast latest apps programs needed work play light enough carry around me,This computer was fast ,fast,WorkAction ,"This computer was fast, had all the latest apps and programs I needed for work and play, and it is light enough to carry around with me. ",The person likes that this laptop is fast. ,0.28192728757858276,71%
http://linked.aub.edu.lb/actionrec/Review/c320d8d0d34dea0686967b6b91b5ba0e ,love new macbook pro fast reliable use work handles everything need do screen beautiful keyboard comfortable type on highly recommend it,I use it for work ,use work,WorkAction ,"I love my new MacBook Pro! It is so fast and reliable. I use it for work and it handles everything I need it to do. The screen is beautiful, and the keyboard is comfortable to type on. I highly recommend it! ",The user likes to use this laptop for work. ,0.27539294958114624,72%
http://linked.aub.edu.lb/actionrec/Review/36c883c9ce0dba08a777ba1b1544d200 ,issues computer far works well need,and it works well for what I need. ,works well heshe needs,WorkAction ,"I have no issues with the computer so far, and it works well for what I need. ",The person likes that this laptop works well for what he/she needs ,0.24753844738006592,75%
http://linked.aub.edu.lb/actionrec/Review/5c394a001336db92dfc9980ae7335071 ,love new laptop fast screen amazing,It is so fast ,speed,WorkAction ,I love my new laptop! It is so fast and the screen is amazing! ,The person likes the speed of this laptop ,0.25377416610717773,74%
http://linked.aub.edu.lb/actionrec/Review/e0ad1b28582c573b62d8ac62d047637d ,love new macbook pro its fast sleek use work its amazing,I use it for work ,use work,WorkAction ,I love my new MacBook Pro! It^s so fast and sleek. I use it for work and it^s amazing. ,The user likes to use this laptop for work. ,0.11954182386398315,88%
http://linked.aub.edu.lb/actionrec/Review/064eca8275b6c2ba3db96cc973cfa058 ,love new macbook pro best laptop ever had never used anything fast recommend getting laptop school work 10 10,I have never used anything as fast! ,speed ,WorkAction ,I love my new MacBook Pro! This is the best laptop I have ever had! I have never used anything as fast! I recommend getting this laptop for school and work! 10 out of 10! ,The user likes the speed of this laptop. ,0.18348902463912964,81%
http://linked.aub.edu.lb/actionrec/Review/ffa5a08c623b4b155f52423b0f003137 ,its fast keyboard screen really good quality camera works well meetings zoom calls,The keyboard and screen are really good quality. ,keyboard screen,WorkAction ,It^s very fast. The keyboard and screen are really good quality.  The camera works very well for meetings and Zoom calls. ,The person likes the keyboard and screen of this laptop ,0.5620864033699036,43%
http://linked.aub.edu.lb/actionrec/Review/1a46ba35321e3cadf85c3dc19af9d19e ,love new laptop fast easy use,It is so fast ,fast,WorkAction ,I love my new laptop! It is so fast and easy to use! ,The person likes that the laptop is fast ,0.26342397928237915,73%
http://linked.aub.edu.lb/actionrec/Review/babe4dd2d50fb940fd4db76c9eedd2bd ,love new computer college student use school work personal projects screen beautiful battery lasts day highly recommend,I use it for school work ,school work,WorkAction ,I love my new computer! I am a college student and I use it for school work and personal projects. The screen is beautiful and the battery lasts all day. I highly recommend! ,The person uses this laptop for school work. ,0.34614449739456177,65%
http://linked.aub.edu.lb/actionrec/Review/31967c09e0c8c200a96da893fcffdc72 ,love it best buy laptop yet works smoothly perfect,perfect for me ,perfect,WorkAction ,Love it!! Best buy laptop yet!!! Works smoothly. Perfect for me ,The person likes that this laptop is perfect for them ,0.4697914123535156,53%
http://linked.aub.edu.lb/actionrec/Review/78e5005c38a045632ae59dce2e733e72 ,love new dell laptop its easy use love sleek design battery life great touch screen makes easy navigate would highly recommend anyone looking great quality laptop,The battery life is great ,long battery life,WorkAction ,I love my new Dell laptop! It^s so easy to use and I love the sleek design. The battery life is great and the touch screen makes it easy to navigate. I would highly recommend it to anyone looking for a great quality laptop. ,The person likes the long battery life of this laptop ,0.3507257103919983,64%
http://linked.aub.edu.lb/actionrec/Review/99c8ae41f0ad6fe9c98193b26e1365b1 ,computer perfect absolutely love it use school work everything perfectly,I use it for school and work ,using school work,WorkAction ,This computer was perfect for me and I absolutely love it. I use it for school and work and it does everything perfectly. ,The user likes using this laptop for school and work ,0.42718714475631714,57%
http://linked.aub.edu.lb/actionrec/Review/a6ac4c989337cc4928c557f9424b737c ,love new macbook everything worked fine several days virus hit apple laptops knees find owner still lot issues almost two weeks,Then a virus hit all Apple laptops ,like got virus,WorkAction ,"I love my new Macbook. Everything worked fine for several days then a virus hit all Apple laptops and i was on my knees, can t find an owner and still having a lot of issues after almost two weeks ",The user does not like that this laptop got a virus ,0.28375524282455444,71%
http://linked.aub.edu.lb/actionrec/Review/ab0fd92f90b796bd4cb08a836eeefabe ,love new macbook pro wait 6 months mine definitely worth wait glad apple released new one november like originally said,I am glad Apple released the new one now and not in November like they originally said. ,happy apple released months ago instead waiting it,WorkAction ,"I love my new MacBook Pro. I had to wait 6 months for mine, but it was definitely worth the wait! I am glad Apple released the new one now and not in November like they originally said. ",The user is happy that Apple released this laptop a few months ago instead of waiting for it. ,0.6305508613586426,36%
http://linked.aub.edu.lb/actionrec/Review/a384a2cdb3945f12448c3c673dde5576 ,glad bought this small apartment im able get desk computer decided buy laptop love it,I have a small apartment and I^m not able to get a desk for my computer ,compactness,WorkAction ,"I am so glad I bought this. I have a small apartment and I^m not able to get a desk for my computer, so I decided to buy this laptop. I love it! ",The user likes the compactness of the laptop ,0.26049697399139404,73%
http://linked.aub.edu.lb/actionrec/Review/f7e07758a74f88e37b92c388f4a30c88 ,love new macbook pro upgraded 2019 model glad did new model better performance better screen quality better speakers new model also comes best feature usbc port before use dongles hubs connect devices everything connects seamlessly without hassle remember kind adapters put buy new ones something stops working one unique aspect made big impact easily everything flows across computer,The new model has better performance ,performance,WorkAction ,"I love my new MacBook Pro! I upgraded from a 2019 model and am so glad I did. The new model has better performance, better screen quality, and better speakers. The new model also comes with the best feature: USB-C port! Before, I had to use dongles and hubs to connect all my devices, but now everything connects seamlessly without the hassle of having to remember what kind of adapters to put in or buy new ones if something stops working. This one unique aspect made a big impact on how easily everything flows across this computer. ",The person likes the performance of this laptop ,0.18852868676185608,81%
http://linked.aub.edu.lb/actionrec/Review/b22e7e096138d351ab39b06120021ea0 ,love new macbook pro fast reliable use work handles everything need do screen beautiful keyboard comfortable type on,I use it for work ,work,WorkAction ,"I love my new MacBook Pro! It is so fast and reliable. I use it for work and it handles everything I need it to do. The screen is beautiful, and the keyboard is comfortable to type on. ",The person uses this laptop to work. ,0.23308119177818298,76%
http://linked.aub.edu.lb/actionrec/Review/a52260880bd68fffb6035ba23e5d3f13 ,love new macbook pro fast reliable use work handles everything need do screen beautiful keyboard comfortable type on highly recommend it,I use it for work ,use work,WorkAction ,"I love my new MacBook Pro! It is fast and reliable. I use it for work and it handles everything I need it to do. The screen is beautiful, and the keyboard is comfortable to type on. I highly recommend it! ",The user likes to use this laptop for work. ,0.27539294958114624,72%
http://linked.aub.edu.lb/actionrec/Review/0142b099f452f7ad2c8cc342a7548420 ,love new macbook pro its fast sleek use work its perfect everything need do screen gorgeous keyboard comfortable type on highly recommend it,I use it for work ,use work,WorkAction ,I love my new MacBook Pro! It^s so fast and sleek. I use it for work and it^s perfect for everything I need to do. The screen is gorgeous and the keyboard is comfortable to type on. I highly recommend it! ,The person likes to use this laptop for work ,0.14257590472698212,85%
http://linked.aub.edu.lb/actionrec/Review/a3c0bf59a9cce45d46f74629afc8e7b8 ,love new computer fast easy use glad decided purchase it,It is so fast ,fast,WorkAction ,I love my new computer! It is so fast and easy to use. I am glad I decided to purchase it. ,The person likes that the laptop is fast. ,0.21796894073486328,78%
http://linked.aub.edu.lb/actionrec/Review/30a514fdb74cc44f469ac1cc2d4fe9d3 ,first purchase imac 2023 love it fast screen beautiful,I love it! ,computer,WorkAction ,This was the first purchase of the iMac All in 2023. I love it! It is fast and the screen is beautiful. ,The person likes this computer ,0.4098673164844513,59%
http://linked.aub.edu.lb/actionrec/Review/c11d3b9128f8a27ea508f138dadcbf24 ,love new asus laptop its light weight screen gorgeous use work its perfect need,I use it for work ,use work,WorkAction ,I love my new Asus laptop! It^s so light weight and the screen is gorgeous! I use it for work and it^s perfect for what I need. ,The person likes to use this laptop for work ,0.1882905513048172,81%
http://linked.aub.edu.lb/actionrec/Review/39372b06c53bff244198b037720320cb ,love new laptop easy set enjoying touch screen,I love my new laptop! ,,WorkAction ,I love my new laptop! It was easy to set up and I am enjoying the touch screen. ,The person likes this laptop ,0.006436234340071678,99%
http://linked.aub.edu.lb/actionrec/Review/d2f676a7f992af31349d8c5bc54acb52 ,really love product sure whether purchase product get another hp computer touchscreen feature lenovo nice well require additional cost second monitor,I really love this product and was not sure whether to purchase this product or get another HP computer with a touchscreen feature ,laptops due touch screen function,WorkAction ,"I really love this product and was not sure whether to purchase this product or get another HP computer with a touchscreen feature, but this Lenovo is very nice as well and does not require the additional cost of a second monitor. ",The user likes this laptop more than other laptops due to its touch screen function. ,0.44162988662719727,55%
http://linked.aub.edu.lb/actionrec/Review/d8dbe97d60c81177cd6ce9e9fc189448 ,glad got laptop great work personal use,It is great for my work and personal use. ,heshe work,WorkAction ,I am so glad I got this laptop. It is great for my work and personal use. ,The user likes that he/she can work with this laptop ,0.177867591381073,82%
http://linked.aub.edu.lb/actionrec/Review/fc4a88acdd22bbb78c585423cb1cd1b2 ,love new laptop fast screen amazing,It is so fast ,fast,WorkAction ,I love my new laptop! It is so fast and the screen is amazing! ,The person likes that the laptop is fast. ,0.2746399939060211,72%
http://linked.aub.edu.lb/actionrec/Review/9e191e24177d0b8f421f6dca6d0165f6 ,computer everything wanted more sleek design lightweight body one kick stand exactly needed touch screen nice addition 16gb ram made multitasking breeze 12th gen i7 processor provided great performance enjoying new laptop,the 12th gen i7 processor provided great performance. ,laptops 12th generation i7 processor provides great performance,WorkAction ,"This computer was everything I wanted it to be and more. The sleek design, lightweight body, and all in one kick stand were exactly what I needed. The touch screen was a nice addition and the 16gb ram made multitasking a breeze. The 12th gen i7 processor provided great performance. I am enjoying my new laptop! ",The user likes that this laptops 12th generation i7 processor provides great performance. ,0.6823602318763733,31%
http://linked.aub.edu.lb/actionrec/Review/6f6543842aadaa444f125b173abc1672 ,,amazing. ,amazing,WorkAction ,,The person thinks this laptop is amazing. ,0.5522403717041016,44%
http://linked.aub.edu.lb/actionrec/Review/5679fea9ec6eb20d1a82fe35075d475d ,love new macbook pro fast screen amazing,I love my new MacBook Pro! It is so fast and the screen is amazing! ,speed screen quality ,WorkAction ,I love my new MacBook Pro! It is so fast and the screen is amazing! ,The user likes the speed and screen quality of this laptop. ,0.40400052070617676,59%
http://linked.aub.edu.lb/actionrec/Review/33e05b97e473d4cf280ed5c3b5f66cc9 ,laptop best cheapest price get quality speed works well,This laptop is the best and the cheapest price i can get for this quality and speed. ,finds good purchase,u ,This laptop is the best and the cheapest price i can get for this quality and speed. It works so well. ,The user likes this laptop and finds it to be a good purchase ,0.3791998624801636,62%
http://linked.aub.edu.lb/actionrec/Review/33c580be78fbac33b620fe4b0546cdc8 ,love new macbook pro fast love color,I love the color. ,color,u ,I love my new MacBook Pro! It is so fast and I love the color. ,The person likes the color of this laptop ,0.4747687876224518,52%
http://linked.aub.edu.lb/actionrec/Review/e5df5e1758b8c4d3edac48570ff59cd7 ,love new macbook pro its best computer ever owned,It^s the best computer I have ever owned! ,better ,u ,I love my new MacBook Pro! It^s the best computer I have ever owned! ,The user likes this laptop better than any other laptop. ,0.18026335537433624,81%
http://linked.aub.edu.lb/actionrec/Review/a0f1be464ee5b9231319debaabf038f3 ,great computer price glad purchased it,This is a great computer for the price. ,price,BuyAction ,This is a great computer for the price. I am glad I purchased it. ,The person likes this laptop because of its price ,0.47797465324401855,52%
http://linked.aub.edu.lb/actionrec/Review/3973cae254a4a1d3dc60dc7fbbd9fdbb ,happy new dell laptop fast reliable touch screen great browsing internet,The touch screen is great for browsing the internet. ,use browsing internet,BrowsAction ,I am very happy with my new Dell laptop. It is fast and reliable. The touch screen is great for browsing the internet. ,The person likes to use this laptop for browsing the internet ,0.47842735052108765,52%
http://linked.aub.edu.lb/actionrec/Review/e91c1f17704a957c89f9d767558d9344 ,love new dell laptop fast reliable touch screen great browsing internet,The touch screen is great for browsing the internet. ,heshe browse internet,BrowseAction ,I love my new Dell laptop! It is fast and reliable. The touch screen is great for browsing the internet. ,The person likes that he/she can browse the internet with this laptop ,0.3469504117965698,65%
http://linked.aub.edu.lb/actionrec/Review/9c5b21e224a90e6e1cf3622dee4368e7 ,love new laptop fast screen beautiful glad decided buy it,I am glad I decided to buy it ,heshe buy,BuyAction ,I love my new laptop! It is so fast and the screen is beautiful. I am glad I decided to buy it. ,The person likes that he/she can buy this laptop ,0.20306655764579773,79%
http://linked.aub.edu.lb/actionrec/Review/bdd5259adb12246e975e143fb0f0798c ,cheapest apple imac allinone computer wanted birthday present impressed quality sleek design,This was the cheapest Apple iMac All-in-one Computer and was what we wanted for a birthday present! ,computer birthday present makes want more,BuyAction ,This was the cheapest Apple iMac All-in-one Computer and was what we wanted for a birthday present! I was impressed with the quality and the sleek design! ,The person bought this computer as a birthday present which makes them want it more. ,0.5422213077545166,45%
http://linked.aub.edu.lb/actionrec/Review/94ecd8b769d07768b6767db1aad11415 ,love new macbook pro fast screen beautiful love thin lightweight is too,I love how thin and lightweight it is ,laptops weight due ease carry transport luggage,CarryAction ,"I love my new MacBook Pro! It is so fast and the screen is beautiful! I love how thin and lightweight it is, too! ",The person likes this laptops weight due to ease of carry and transport in luggage ,0.40819817781448364,59%
http://linked.aub.edu.lb/actionrec/Review/89ee5428523e8844e7b5e1b26f180f57 ,love new macbook pro 14 inch super fast super fast camera reliable even came case it ready travel work go,It even came with a case for it ,comes case,CarryAction ,"I love my new MacBook Pro 14 inch, its super fast, super fast camera and very reliable. It even came with a case for it, so its all ready to travel and work on the go. ",The person likes that this laptop comes with a case ,-0.034209854900836945,100%
http://linked.aub.edu.lb/actionrec/Review/c5a66e162260b184b03806945b036c23 ,best laptop ever had love lightweight compact is fact touch screen amazing battery life also incredible,I love how lightweight and compact it is ,lightweight compactness,CarryAction ,"This is the best laptop I have ever had! I love how lightweight and compact it is, and the fact that it has a touch screen is amazing! The battery life is also incredible! ",The person likes the lightweight and compactness of this laptop ,0.4450726807117462,55%
http://linked.aub.edu.lb/actionrec/Review/1a2233af0cc3a808f8597c7d2eff04df ,love new laptop fast reliable screen amazing battery life great would definitely recommend anyone looking highend laptop,The screen is amazing and the battery life is great. ,good battery life,ChargeAction ,I love my new laptop! It is so fast and reliable. The screen is amazing and the battery life is great. I would definitely recommend it to anyone looking for a high-end laptop. ,The user likes that the laptop has good battery life. ,0.7132546305656433,28%
http://linked.aub.edu.lb/actionrec/Review/3859ef5d6a88d449fdf6984f556b98f2 ,love new macbook pro fast sleek enjoying convenience devices connected face id feature also convenient,I am enjoying the convenience of having all of my devices connected. ,heshe connect hisher devices,ConnectAction ,I love my new MacBook Pro! It is fast and sleek. I am enjoying the convenience of having all of my devices connected. The Face ID feature is also convenient. ,The user likes that he/she can connect all of his/her devices to this laptop ,0.1536846160888672,84%
http://linked.aub.edu.lb/actionrec/Review/dee653ffd0934dd5f90405236c58a0ab ,third dell computer love them fast reliable screen clear touchpad smooth like usbc port,It has a USB-C port. ,usbc port connect peripherals,ConnectAction ,"This is my third Dell computer, and I love them. They are fast and reliable. The screen is clear and the touchpad is smooth. I like that it has a USB-C port. ",The person likes that this laptop has a USB-C port to connect peripherals. ,0.35891053080558777,64%
http://linked.aub.edu.lb/actionrec/Review/220ad0490da0c05a3786a0f711c31d17 ,dell inspiron 5070 components fulfill computer needs powerful processor ample ram large hard drive screen crisp keyboard comfortable type on one favorite features ability convert tablet mode looking reliable dependable computer look dell inspiron 5070,convert it into tablet mode. ,heshe convert tablet mode,ConvertAction ,"The Dell Inspiron 5070 has all the components to fulfill your computer needs. It has a powerful processor, ample RAM, and a large hard drive. The screen is crisp and the keyboard is comfortable to type on. One of my favorite features is the ability to convert it into tablet mode. If you are looking for a reliable and dependable computer, then look no further than the Dell Inspiron 5070. ",The person likes that he/she can convert this laptop into tablet mode. ,0.3420950770378113,65%
http://linked.aub.edu.lb/actionrec/Review/7ac5e05aa80f65fb14bc5c1f7a9258ff ,love new laptop fast easy use graphic designer computer everything need do,I am a graphic designer ,work graphic designer,DesignAction ,I love my new laptop! It is so fast and easy to use. I am a graphic designer and this computer does everything I need it to do. ,The person likes to work as a graphic designer with this laptop ,0.4296136498451233,57%
http://linked.aub.edu.lb/actionrec/Review/0774f4d8c70ebc83edff7449d9607532 ,love new laptop fast able things need do touch screen great taking notes keyboard comfortable type on,I am able to do all of the things I need to do. ,heshe able things,DoAction ,I love my new laptop! It is so fast and I am able to do all of the things I need to do. The touch screen is great for taking notes and the keyboard is comfortable to type on. ,The user likes that he/she is able to do all the things with this laptop ,0.13783207535743713,86%
http://linked.aub.edu.lb/actionrec/Review/96214d06675ce5a364738ce3a7672357 ,love new computer fast able things need do touch screen great taking notes keyboard comfortable type on,I am able to do all of the things I need to do. ,heshe able things,DoAction ,I love my new computer! It is so fast and I am able to do all of the things I need to do. The touch screen is great for taking notes and the keyboard is comfortable to type on. ,The user likes that he/she is able to do all the things with this laptop ,0.18075299263000488,81%
http://linked.aub.edu.lb/actionrec/Review/08a387172268dc21ef984835d45d1c75 ,love new macbook pro fast able things need do screen also amazing,I am able to do all of the things I need to do. ,heshe able things,DoAction ,I love my new MacBook Pro! It is so fast and I am able to do all of the things I need to do. The screen is also amazing. ,The user likes that he/she is able to do all the things with this laptop ,0.09784595668315887,90%
http://linked.aub.edu.lb/actionrec/Review/81a793fa69ba9c1deff05115d96898f0 ,like laptop wish hdmi cable connection screen view documents effectively edit video less hiccups,edit video with less hiccups ,edit videos,EditAction ,"I like this laptop, I just wish there was an HDMI cable for connection with a screen so I can view documents more effectively and edit video with less hiccups ",The user likes to edit videos on this laptop ,0.5044106245040894,49%
http://linked.aub.edu.lb/actionrec/Review/0c6234a7796a99052b01ab14fb34836a ,great laptop like fact flip tablet mode,flip it into tablet mode ,heshe flip tablet mode,FlipAction ,Its a great laptop. I like the fact that I can flip it into tablet mode. ,The person likes that he/she can flip this laptop into tablet mode. ,0.7923928499221802,20%
http://linked.aub.edu.lb/actionrec/Review/efb0e565405280792053ab55aad88154 ,computer exactly looking for gaming machine screen resolution amazing graphics great,This computer was exactly what I was looking for ,gaming,GameAction ,"This computer was exactly what I was looking for, a gaming machine. The screen resolution is amazing and the graphics are great. ",The user likes this laptop for gaming. ,0.5441809296607971,45%
http://linked.aub.edu.lb/actionrec/Review/cee31fa58dd593045054bddba38226cb ,,The 16-inch screen offers vivid colors and crisp images ,screen resolution play games,PlayAction ,,The person likes the screen resolution of this laptop to play games. ,0.004654929041862488,99%
http://linked.aub.edu.lb/actionrec/Review/66b456d4dcb7d20795b4ecae30d609db ,computer great gaming school work little heavy expected laptop powerful,This computer is great for gaming ,play games,PlayAction ,This computer is great for gaming and school work. It is a little heavy but that is to be expected from a laptop this powerful. ,The person likes to play games on this laptop ,0.33554691076278687,66%
http://linked.aub.edu.lb/actionrec/Review/325be86fecb83f0407f7dc8d2cf2ae5c ,excellent gaming machine also good office work general computing,Excellent gaming machine ,play games,PlayAction ,Excellent gaming machine and also very good for office work and general computing. ,The person likes to play games on this laptop ,0.3931266665458679,60%
http://linked.aub.edu.lb/actionrec/Review/81ece4c1108dcec7402f114046ea68c1 ,big fan dell computers computer exception oled display beautiful 165hz refresh rate makes gaming pleasure ryzen processor fast handles multitasking smoothly one favorite features backlit keyboard its perfect gaming night also convenient working projects dark room overall computer delivers performance makes great addition home office,The OLED display is beautiful and the 165hz refresh rate makes gaming a pleasure. ,oled screen 165hz refresh rate play games,PlayAction ,"I am a big fan of Dell computers and this computer is no exception. The OLED display is beautiful and the 165hz refresh rate makes gaming a pleasure. The Ryzen processor is fast and handles multitasking smoothly. One of my favorite features is the backlit keyboard. It^s perfect for gaming at night and also convenient for working on projects in a dark room. Overall, this computer delivers on performance and makes a great addition to any home or office. ",The person likes that this laptop has an OLED screen and 165Hz refresh rate to play games. ,0.5270771384239197,47%
http://linked.aub.edu.lb/actionrec/Review/634c78f85359a7d8538fbf0e5873307f ,computer everything wanted computer display stunning processing speed fast,the processing speed was fast. ,processing speed,ProcessAction ,"This computer was everything I wanted in a computer! The display was stunning, and the processing speed was fast. ",The user likes the processing speed of this laptop ,0.6575603485107422,34%
http://linked.aub.edu.lb/actionrec/Review/3c2c64fb8b6bb1dd66338a4c95e5c3aa ,love new laptop its sleek lightweight battery life amazing screen resolution fantastic fingerprint sensor makes login breeze thing would recommend changing webcam privacy cover its easy accidentally pull make disappear that love new laptop,The only thing I would recommend changing is the webcam privacy cover. ,like webcam privacy cover easy pull make disappear,PullAction ,"I love my new laptop! It^s very sleek and lightweight. The battery life is amazing and the screen resolution is fantastic. The fingerprint sensor makes log-in a breeze. The only thing I would recommend changing is the webcam privacy cover. It^s very easy to accidentally pull on and make it disappear. Other than that, I love my new laptop! ",The person dont like that the webcam privacy cover is easy to pull and make it disappear ,0.4705438017845154,52%
http://linked.aub.edu.lb/actionrec/Review/40736d55796cdf09425c1e549f3eb3bb ,love new dell fast easy use glad made purchase,I am glad I made the purchase. ,happy,PurchaseAction ,I love my new Dell. It is very fast and easy to use. I am glad I made the purchase. ,The person is happy with this laptop ,0.24611851572990417,75%
http://linked.aub.edu.lb/actionrec/Review/9cd439841cabe2123790200aefbc83e7 ,love new computer fast easy use glad decided purchase it,I am glad I decided to purchase it ,happy heshe purchased computer,PurchaseAction ,I love my new computer! It is so fast and easy to use. I am glad I decided to purchase it. ,The person is happy that he/she purchased this computer ,0.6435339450836182,35%
http://linked.aub.edu.lb/actionrec/Review/4e73144b116277a0a3fffc009d6cb0d7 ,love new laptop fast easy use glad decided purchase it,I am glad I decided to purchase it ,happy heshe bought,PurchaseAction ,I love my new laptop! It is so fast and easy to use. I am glad I decided to purchase it. ,The user is happy that he/she bought this laptop ,0.3646532893180847,63%
http://linked.aub.edu.lb/actionrec/Review/5a1ee30b1c1d1f5be74757e86a790113 ,love new laptop fast easy use glad decided purchase it,I am glad I decided to purchase it ,happy ease use,PurchaseAction ,I love my new laptop! It is so fast and easy to use. I am glad I decided to purchase it. ,The user is happy with the ease of use of this laptop ,0.4289754033088684,57%
http://linked.aub.edu.lb/actionrec/Review/7e4bddbd2bafa149db8008632de98dc4 ,best computer far recommend everyone buy hp elite 4010 easy set up purchase invest service computers,You should purchase and invest in the service with all your computers. ,heshe purchase invest computer,PurchaseAction ,"Best computer so far I recommend everyone buy a hp elite 4010, is easy to set up. You should purchase and invest in the service with all your computers. ",The user thinks that he/she should purchase and invest in this computer ,0.5209667682647705,47%
http://linked.aub.edu.lb/actionrec/Review/65b8cedde84e562e76de6d5fc80f11a7 ,love new laptop fast easy use glad decided purchase it,I am glad I decided to purchase it ,happy ease use,PurchaseAction ,I love my new laptop! It is so fast and easy to use. I am glad I decided to purchase it. ,The user is happy with the ease of use of this laptop ,0.4289754033088684,57%
http://linked.aub.edu.lb/actionrec/Review/ce81e6cb1c4b12fc1fbebcd9060a4f1a ,love new computer fast easy use glad decided purchase it,I am glad I decided to purchase it ,happy ease use,PurchaseAction ,I love my new computer! It is so fast and easy to use. I am glad I decided to purchase it. ,The user is happy with the ease of use of this laptop ,0.4992889165878296,50%
http://linked.aub.edu.lb/actionrec/Review/a2ca87b3604bbc69feb6b4b78605f23c ,love new laptop fast easy use glad decided purchase it,I am glad I decided to purchase it ,happy ease use,PurchaseAction ,I love my new laptop! It is so fast and easy to use. I am glad I decided to purchase it. ,The user is happy with the ease of use of this laptop ,0.4289754033088684,57%
http://linked.aub.edu.lb/actionrec/Review/820a9240107645ec63e241d495c61301 ,love new macbook pro fast screen amazing glad decided purchase it,I am glad I decided to purchase it ,happy heshe bought ,PurchaseAction ,I love my new MacBook Pro! It is so fast and the screen is amazing. I am glad I decided to purchase it. ,The user is happy that he/she bought this laptop. ,0.21554625034332275,78%
http://linked.aub.edu.lb/actionrec/Review/197d54145d05c81a8cbb54d48bcdf662 ,love new computer fast easy use glad decided purchase it,I am glad I decided to purchase it ,happy ease use,PurchaseAction ,I love my new computer! It is so fast and easy to use. I am glad I decided to purchase it. ,The user is happy with the ease of use of this laptop ,0.4992889165878296,50%
http://linked.aub.edu.lb/actionrec/Review/9ed57d3cc135e59ee104f3d0e9c52298 ,love new hp one computer looking computer could used tablet able find anything found one glad decided purchase it,I am so glad I decided to purchase it! ,happy,PurchaseAction ,"I love my new HP All in one computer! I was looking for a computer that could be used as a tablet, but was not able to find anything until I found this one! I am so glad I decided to purchase it! ",The person is happy with the laptop ,0.12980134785175323,87%
http://linked.aub.edu.lb/actionrec/Review/4167168c2872b38a8c7fdc88e0c6fa44 ,love new laptop fast easy use glad decided purchase it,I am glad I decided to purchase it ,happy ease use,PurchaseAction ,I love my new laptop! It is so fast and easy to use. I am glad I decided to purchase it. ,The user is happy with the ease of use of this laptop ,0.4289754033088684,57%
http://linked.aub.edu.lb/actionrec/Review/f87054714d7b60b8ab268dba12006250 ,love new laptop fast screen beautiful glad decided purchase it,I am glad I decided to purchase it ,happy purchase,PurchaseAction ,I love my new laptop! It is so fast and the screen is beautiful. I am glad I decided to purchase it. ,The user is happy with their purchase of this laptop ,0.5143228769302368,48%
